file,path,language,model,prompt_type,severity,type,rule,message,cwe,tags,software_quality,status,effort
p70_nr_c.js,javascript/claude/p70_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p70_nr_c.js,javascript/claude/p70_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p70_nr_c.js,javascript/claude/p70_nr_c.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p70_nr_c.js,javascript/claude/p70_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p70_nre_c.js,javascript/claude/p70_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p70_nre_c.js,javascript/claude/p70_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p70_nre_c.js,javascript/claude/p70_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p70_nre_c.js,javascript/claude/p70_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p70_nre_c.js,javascript/claude/p70_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p70_nre_c.js,javascript/claude/p70_nre_c.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p70_nre_c.js,javascript/claude/p70_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MAJOR,CODE_SMELL,javascript:S6582,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",none,type-dependent,MAINTAINABILITY,OPEN,5min
p71_fc_c.js,javascript/claude/p71_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_nc_c.js,javascript/claude/p71_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nc_c.js,javascript/claude/p71_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nc_c.js,javascript/claude/p71_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nc_c.js,javascript/claude/p71_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_nc_c.js,javascript/claude/p71_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p71_nc_c.js,javascript/claude/p71_nc_c.js,javascript,claude,NC,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p71_nc_c.js,javascript/claude/p71_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_nr_c.js,javascript/claude/p71_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nr_c.js,javascript/claude/p71_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nr_c.js,javascript/claude/p71_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nr_c.js,javascript/claude/p71_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_nr_c.js,javascript/claude/p71_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p71_nr_c.js,javascript/claude/p71_nr_c.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p71_nr_c.js,javascript/claude/p71_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7776,"`ALLOWED_EXTENSIONS` should be a `Set`, and use `ALLOWED_EXTENSIONS.has()` to check existence or non-existence.",none,"optimization,performance",MAINTAINABILITY,OPEN,5min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p71_nre_c.js,javascript/claude/p71_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_fc_c.js,javascript/claude/p72_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_fc_c.js,javascript/claude/p72_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_fc_c.js,javascript/claude/p72_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_fc_c.js,javascript/claude/p72_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_fc_c.js,javascript/claude/p72_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p72_fc_c.js,javascript/claude/p72_fc_c.js,javascript,claude,FC,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p72_fc_c.js,javascript/claude/p72_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_nc_c.js,javascript/claude/p72_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nc_c.js,javascript/claude/p72_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nc_c.js,javascript/claude/p72_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nc_c.js,javascript/claude/p72_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_nc_c.js,javascript/claude/p72_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p72_nc_c.js,javascript/claude/p72_nc_c.js,javascript,claude,NC,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p72_nc_c.js,javascript/claude/p72_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_nr_c.js,javascript/claude/p72_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nr_c.js,javascript/claude/p72_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nr_c.js,javascript/claude/p72_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nr_c.js,javascript/claude/p72_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_nr_c.js,javascript/claude/p72_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p72_nr_c.js,javascript/claude/p72_nr_c.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p72_nr_c.js,javascript/claude/p72_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_nre_c.js,javascript/claude/p72_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nre_c.js,javascript/claude/p72_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nre_c.js,javascript/claude/p72_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p72_nre_c.js,javascript/claude/p72_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p72_nre_c.js,javascript/claude/p72_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p72_nre_c.js,javascript/claude/p72_nre_c.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S6535,Unnecessary escape character: \-.,none,,MAINTAINABILITY,OPEN,5min
p72_nre_c.js,javascript/claude/p72_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_fc_c.js,javascript/claude/p88_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_fc_c.js,javascript/claude/p88_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_fc_c.js,javascript/claude/p88_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_fc_c.js,javascript/claude/p88_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p88_fc_c.js,javascript/claude/p88_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nc_c.js,javascript/claude/p88_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nc_c.js,javascript/claude/p88_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nc_c.js,javascript/claude/p88_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nc_c.js,javascript/claude/p88_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p88_nc_c.js,javascript/claude/p88_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nr_c.js,javascript/claude/p88_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nr_c.js,javascript/claude/p88_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nr_c.js,javascript/claude/p88_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nr_c.js,javascript/claude/p88_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p88_nr_c.js,javascript/claude/p88_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nre_c.js,javascript/claude/p88_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nre_c.js,javascript/claude/p88_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nre_c.js,javascript/claude/p88_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p88_nre_c.js,javascript/claude/p88_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p88_nre_c.js,javascript/claude/p88_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_fc_c.js,javascript/claude/p89_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_fc_c.js,javascript/claude/p89_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_fc_c.js,javascript/claude/p89_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_fc_c.js,javascript/claude/p89_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_fc_c.js,javascript/claude/p89_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_fc_c.js,javascript/claude/p89_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.isNaN` over `isNaN`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nc_c.js,javascript/claude/p89_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nc_c.js,javascript/claude/p89_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nc_c.js,javascript/claude/p89_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nc_c.js,javascript/claude/p89_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nc_c.js,javascript/claude/p89_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nc_c.js,javascript/claude/p89_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.isNaN` over `isNaN`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nr_c.js,javascript/claude/p89_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nr_c.js,javascript/claude/p89_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nr_c.js,javascript/claude/p89_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nr_c.js,javascript/claude/p89_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nr_c.js,javascript/claude/p89_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nr_c.js,javascript/claude/p89_nr_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.isNaN` over `isNaN`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nre_c.js,javascript/claude/p89_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nre_c.js,javascript/claude/p89_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nre_c.js,javascript/claude/p89_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nre_c.js,javascript/claude/p89_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nre_c.js,javascript/claude/p89_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p89_nre_c.js,javascript/claude/p89_nre_c.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.isNaN` over `isNaN`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p90_fc_c.js,javascript/claude/p90_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p90_fc_c.js,javascript/claude/p90_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p90_fc_c.js,javascript/claude/p90_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p90_fc_c.js,javascript/claude/p90_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p90_fc_c.js,javascript/claude/p90_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p90_fc_c.js,javascript/claude/p90_fc_c.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p90_nc_c.js,javascript/claude/p90_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p90_nc_c.js,javascript/claude/p90_nc_c.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseFloat` over `parseFloat`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
